trial,mass,velocity
A,-3536.157143,-1360.695238
A,-3536.6,-1360.866667
B,-3537.042857,-1361.038095
B,-3537.485714,-1361.209524
A,-3537.928571,-1361.380952
B,-3538.371429,-1361.552381
A,-3538.814286,-1361.72381
A,-3539.257143,-1361.895238
A,-3539.7,-1362.066667
B,-3540.142857,-1362.238095
B,-3540.585714,-1362.409524
A,-3541.028571,-1362.580952
B,-3541.471429,-1362.752381
A,-3541.914286,-1362.92381
A,-3542.357143,-1363.095238
B,-3542.8,-1363.266667
B,-3543.242857,-1363.438095
A,-3543.685714,-1363.609524
B,-3544.128571,-1363.780952
A,-3544.571429,-1363.952381
A,-3545.014286,-1364.12381
B,-3545.457143,-1364.295238
B,-3545.9,-1364.466667
A,-3546.342857,-1364.638095
B,-3546.785714,-1364.809524
A,-3547.228571,-1364.980952
A,-3547.671429,-1365.152381
B,-3548.114286,-1365.32381
B,-3548.557143,-1365.495238
A,-3549,-1365.666667
B,-3549.442857,-1365.838095
A,-3549.885714,-1366.009524
A,-3550.328571,-1366.180952
A,-3550.771429,-1366.352381
B,-3551.214286,-1366.52381
B,-3551.657143,-1366.695238
A,-3552.1,-1366.866667
B,-3552.542857,-1367.038095
A,-3552.985714,-1367.209524
A,-3553.428571,-1367.380952
B,-3553.871429,-1367.552381
B,-3554.314286,-1367.72381
A,-3554.757143,-1367.895238
B,-3555.2,-1368.066667
A,-3555.642857,-1368.238095
A,-3556.085714,-1368.409524
B,-3556.528571,-1368.580952
B,-3556.971429,-1368.752381
A,-3557.414286,-1368.92381
B,-3557.857143,-1369.095238
A,-3558.3,-1369.266667
A,-3558.742857,-1369.438095
B,-3559.185714,-1369.609524
B,-3559.628571,-1369.780952
A,-3560.071429,-1369.952381
B,-3560.514286,-1370.12381
A,-3560.957143,-1370.295238
A,-3561.4,-1370.466667
A,-3561.842857,-1370.638095
B,-3562.285714,-1370.809524
B,-3562.728571,-1370.980952
A,-3563.171429,-1371.152381
B,-3563.614286,-1371.32381
A,-3564.057143,-1371.495238
A,-3564.5,-1371.666667
B,-3564.942857,-1371.838095
B,-3565.385714,-1372.009524
A,-3565.828571,-1372.180952
B,-3566.271429,-1372.352381
A,-3566.714286,-1372.52381
A,-3567.157143,-1372.695238
B,-3567.6,-1372.866667
B,-3568.042857,-1373.038095
A,-3568.485714,-1373.209524
B,-3568.928571,-1373.380952
A,-3569.371429,-1373.552381
A,-3569.814286,-1373.72381
B,-3570.257143,-1373.895238
B,-3570.7,-1374.066667
A,-3571.142857,-1374.238095
B,-3571.585714,-1374.409524
A,-3572.028571,-1374.580952
A,-3572.471429,-1374.752381
A,-3572.914286,-1374.92381
B,-3573.357143,-1375.095238
B,-3573.8,-1375.266667
A,-3574.242857,-1375.438095
B,-3574.685714,-1375.609524
A,-3575.128571,-1375.780952
A,-3575.571429,-1375.952381
B,-3576.014286,-1376.12381
B,-3576.457143,-1376.295238
A,-3576.9,-1376.466667
B,-3577.342857,-1376.638095
A,-3577.785714,-1376.809524
A,-3578.228571,-1376.980952
B,-3578.671429,-1377.152381
B,-3579.114286,-1377.32381
A,-3579.557143,-1377.495238
B,-3580,-1377.666667
A,-3580.442857,-1377.838095
A,-3580.885714,-1378.009524
B,-3581.328571,-1378.180952
B,-3581.771429,-1378.352381
A,-3582.214286,-1378.52381
B,-3582.657143,-1378.695238
A,-3583.1,-1378.866667
A,-3583.542857,-1379.038095
A,-3583.985714,-1379.209524
B,-3584.428571,-1379.380952
B,-3584.871429,-1379.552381
A,-3585.314286,-1379.72381
B,-3585.757143,-1379.895238
A,-3586.2,-1380.066667
A,-3586.642857,-1380.238095
B,-3587.085714,-1380.409524
B,-3587.528571,-1380.580952
A,-3587.971429,-1380.752381
B,-3588.414286,-1380.92381
A,-3588.857143,-1381.095238
A,-3589.3,-1381.266667
B,-3589.742857,-1381.438095
B,-3590.185714,-1381.609524
A,-3590.628571,-1381.780952
B,-3591.071429,-1381.952381
A,-3591.514286,-1382.12381
A,-3591.957143,-1382.295238
B,-3592.4,-1382.466667
B,-3592.842857,-1382.638095
A,-3593.285714,-1382.809524
B,-3593.728571,-1382.980952
A,-3594.171429,-1383.152381
A,-3594.614286,-1383.32381
A,-3595.057143,-1383.495238
B,-3595.5,-1383.666667
B,-3595.942857,-1383.838095
A,-3596.385714,-1384.009524
B,-3596.828571,-1384.180952
A,-3597.271429,-1384.352381
A,-3597.714286,-1384.52381
B,-3598.157143,-1384.695238
B,-3598.6,-1384.866667
A,-3599.042857,-1385.038095
B,-3599.485714,-1385.209524
A,-3599.928571,-1385.380952
A,-3600.371429,-1385.552381
B,-3600.814286,-1385.72381
B,-3601.257143,-1385.895238
A,-3601.7,-1386.066667
B,-3602.142857,-1386.238095
A,-3602.585714,-1386.409524
A,-3603.028571,-1386.580952
B,-3603.471429,-1386.752381
B,-3603.914286,-1386.92381
A,-3604.357143,-1387.095238
B,-3604.8,-1387.266667
A,-3605.242857,-1387.438095
A,-3605.685714,-1387.609524
A,-3606.128571,-1387.780952
B,-3606.571429,-1387.952381
B,-3607.014286,-1388.12381
A,-3607.457143,-1388.295238
B,-3607.9,-1388.466667
A,-3608.342857,-1388.638095
A,-3608.785714,-1388.809524
B,-3609.228571,-1388.980952
B,-3609.671429,-1389.152381
A,-3610.114286,-1389.32381
B,-3610.557143,-1389.495238
A,-3611,-1389.666667
A,-3611.442857,-1389.838095
B,-3611.885714,-1390.009524
B,-3612.328571,-1390.180952
A,-3612.771429,-1390.352381
B,-3613.214286,-1390.52381
A,-3613.657143,-1390.695238
A,-3614.1,-1390.866667
B,-3614.542857,-1391.038095
B,-3614.985714,-1391.209524
A,-3615.428571,-1391.380952
B,-3615.871429,-1391.552381
A,-3616.314286,-1391.72381
A,-3616.757143,-1391.895238
A,-3617.2,-1392.066667
B,-3617.642857,-1392.238095
B,-3618.085714,-1392.409524
A,-3618.528571,-1392.580952
B,-3618.971429,-1392.752381
A,-3619.414286,-1392.92381
A,-3619.857143,-1393.095238
B,-3620.3,-1393.266667
B,-3620.742857,-1393.438095
A,-3621.185714,-1393.609524
B,-3621.628571,-1393.780952
A,-3622.071429,-1393.952381
A,-3622.514286,-1394.12381
B,-3622.957143,-1394.295238
B,-3623.4,-1394.466667
A,-3623.842857,-1394.638095
B,-3624.285714,-1394.809524
A,-3624.728571,-1394.980952
A,-3625.171429,-1395.152381
B,-3625.614286,-1395.32381
B,-3626.057143,-1395.495238
A,-3626.5,-1395.666667
B,-3626.942857,-1395.838095
A,-3627.385714,-1396.009524
A,-3627.828571,-1396.180952
A,-3628.271429,-1396.352381
B,-3628.714286,-1396.52381
B,-3629.157143,-1396.695238
A,-3629.6,-1396.866667
B,-3630.042857,-1397.038095
A,-3630.485714,-1397.209524
A,-3630.928571,-1397.380952
B,-3631.371429,-1397.552381
B,-3631.814286,-1397.72381
A,-3632.257143,-1397.895238
B,-3632.7,-1398.066667
A,-3633.142857,-1398.238095
A,-3633.585714,-1398.409524
B,-3634.028571,-1398.580952
B,-3634.471429,-1398.752381
A,-3634.914286,-1398.92381
B,-3635.357143,-1399.095238
A,-3635.8,-1399.266667
A,-3636.242857,-1399.438095
B,-3636.685714,-1399.609524
B,-3637.128571,-1399.780952
A,-3637.571429,-1399.952381
B,-3638.014286,-1400.12381
A,-3638.457143,-1400.295238
A,-3638.9,-1400.466667
A,-3639.342857,-1400.638095
B,-3639.785714,-1400.809524
B,-3640.228571,-1400.980952
A,-3640.671429,-1401.152381
B,-3641.114286,-1401.32381
A,-3641.557143,-1401.495238
A,-3642,-1401.666667
B,-3642.442857,-1401.838095
B,-3642.885714,-1402.009524
A,-3643.328571,-1402.180952
B,-3643.771429,-1402.352381
A,-3644.214286,-1402.52381
A,-3644.657143,-1402.695238
B,-3645.1,-1402.866667
B,-3645.542857,-1403.038095
A,-3645.985714,-1403.209524
B,-3646.428571,-1403.380952
A,-3646.871429,-1403.552381
A,-3647.314286,-1403.72381
B,-3647.757143,-1403.895238
B,-3648.2,-1404.066667
A,-3648.642857,-1404.238095
B,-3649.085714,-1404.409524
A,-3649.528571,-1404.580952
A,-3649.971429,-1404.752381
A,-3650.414286,-1404.92381
B,-3650.857143,-1405.095238
B,-3651.3,-1405.266667
A,-3651.742857,-1405.438095
B,-3652.185714,-1405.609524
A,-3652.628571,-1405.780952
A,-3653.071429,-1405.952381
B,-3653.514286,-1406.12381
B,-3653.957143,-1406.295238
A,-3654.4,-1406.466667
B,-3654.842857,-1406.638095
A,-3655.285714,-1406.809524
A,-3655.728571,-1406.980952
B,-3656.171429,-1407.152381
B,-3656.614286,-1407.32381
A,-3657.057143,-1407.495238
B,-3657.5,-1407.666667
A,-3657.942857,-1407.838095
A,-3658.385714,-1408.009524
B,-3658.828571,-1408.180952
B,-3659.271429,-1408.352381
A,-3659.714286,-1408.52381
B,-3660.157143,-1408.695238
A,-3660.6,-1408.866667
A,-3661.042857,-1409.038095
A,-3661.485714,-1409.209524
B,-3661.928571,-1409.380952
B,-3662.371429,-1409.552381
A,-3662.814286,-1409.72381
B,-3663.257143,-1409.895238
A,-3663.7,-1410.066667
A,-3664.142857,-1410.238095
B,-3664.585714,-1410.409524
B,-3665.028571,-1410.580952
A,-3665.471429,-1410.752381
B,-3665.914286,-1410.92381
A,-3666.357143,-1411.095238
A,-3666.8,-1411.266667
B,-3667.242857,-1411.438095
B,-3667.685714,-1411.609524
A,-3668.128571,-1411.780952
B,-3668.571429,-1411.952381
A,-3669.014286,-1412.12381
A,-3669.457143,-1412.295238
B,-3669.9,-1412.466667
B,-3670.342857,-1412.638095
A,-3670.785714,-1412.809524
B,-3671.228571,-1412.980952
A,-3671.671429,-1413.152381
A,-3672.114286,-1413.32381
A,-3672.557143,-1413.495238
B,-3673,-1413.666667
B,-3673.442857,-1413.838095
A,-3673.885714,-1414.009524
B,-3674.328571,-1414.180952
A,-3674.771429,-1414.352381
A,-3675.214286,-1414.52381
B,-3675.657143,-1414.695238
B,-3676.1,-1414.866667
A,-3676.542857,-1415.038095
B,-3676.985714,-1415.209524
A,-3677.428571,-1415.380952
A,-3677.871429,-1415.552381
B,-3678.314286,-1415.72381
B,-3678.757143,-1415.895238
A,-3679.2,-1416.066667
B,-3679.642857,-1416.238095
A,-3680.085714,-1416.409524
A,-3680.528571,-1416.580952
B,-3680.971429,-1416.752381
B,-3681.414286,-1416.92381
A,-3681.857143,-1417.095238
B,-3682.3,-1417.266667
A,-3682.742857,-1417.438095
A,-3683.185714,-1417.609524
A,-3683.628571,-1417.780952
B,-3684.071429,-1417.952381
B,-3684.514286,-1418.12381
A,-3684.957143,-1418.295238
B,-3685.4,-1418.466667
A,-3685.842857,-1418.638095
A,-3686.285714,-1418.809524
B,-3686.728571,-1418.980952
B,-3687.171429,-1419.152381
A,-3687.614286,-1419.32381
B,-3688.057143,-1419.495238
A,-3688.5,-1419.666667
A,-3688.942857,-1419.838095
B,-3689.385714,-1420.009524
B,-3689.828571,-1420.180952
A,-3690.271429,-1420.352381
B,-3690.714286,-1420.52381
A,-3691.157143,-1420.695238
A,-3691.6,-1420.866667
B,-3692.042857,-1421.038095
B,-3692.485714,-1421.209524
A,-3692.928571,-1421.380952
B,-3693.371429,-1421.552381
A,-3693.814286,-1421.72381
A,-3694.257143,-1421.895238
A,-3694.7,-1422.066667
B,-3695.142857,-1422.238095
B,-3695.585714,-1422.409524
A,-3696.028571,-1422.580952
B,-3696.471429,-1422.752381
A,-3696.914286,-1422.92381
A,-3697.357143,-1423.095238
B,-3697.8,-1423.266667
B,-3698.242857,-1423.438095
A,-3698.685714,-1423.609524
B,-3699.128571,-1423.780952
A,-3699.571429,-1423.952381
A,-3700.014286,-1424.12381
B,-3700.457143,-1424.295238
B,-3700.9,-1424.466667
A,-3701.342857,-1424.638095
B,-3701.785714,-1424.809524
A,-3702.228571,-1424.980952
A,-3702.671429,-1425.152381
B,-3703.114286,-1425.32381
B,-3703.557143,-1425.495238
A,-3704,-1425.666667
B,-3704.442857,-1425.838095
A,-3704.885714,-1426.009524
A,-3705.328571,-1426.180952
A,-3705.771429,-1426.352381
B,-3706.214286,-1426.52381
B,-3706.657143,-1426.695238
A,-3707.1,-1426.866667
B,-3707.542857,-1427.038095
A,-3707.985714,-1427.209524
A,-3708.428571,-1427.380952
B,-3708.871429,-1427.552381
B,-3709.314286,-1427.72381
A,-3709.757143,-1427.895238
B,-3710.2,-1428.066667
A,-3710.642857,-1428.238095
A,-3711.085714,-1428.409524
B,-3711.528571,-1428.580952
B,-3711.971429,-1428.752381
A,-3712.414286,-1428.92381
B,-3712.857143,-1429.095238
A,-3713.3,-1429.266667
A,-3713.742857,-1429.438095
B,-3714.185714,-1429.609524
B,-3714.628571,-1429.780952
A,-3715.071429,-1429.952381
B,-3715.514286,-1430.12381
A,-3715.957143,-1430.295238
A,-3716.4,-1430.466667
A,-3716.842857,-1430.638095
B,-3717.285714,-1430.809524
B,-3717.728571,-1430.980952
A,-3718.171429,-1431.152381
B,-3718.614286,-1431.32381
A,-3719.057143,-1431.495238
A,-3719.5,-1431.666667
B,-3719.942857,-1431.838095
B,-3720.385714,-1432.009524
A,-3720.828571,-1432.180952
B,-3721.271429,-1432.352381
A,-3721.714286,-1432.52381
A,-3722.157143,-1432.695238
B,-3722.6,-1432.866667
B,-3723.042857,-1433.038095
A,-3723.485714,-1433.209524
B,-3723.928571,-1433.380952
A,-3724.371429,-1433.552381
A,-3724.814286,-1433.72381
B,-3725.257143,-1433.895238
B,-3725.7,-1434.066667
A,-3726.142857,-1434.238095
B,-3726.585714,-1434.409524
A,-3727.028571,-1434.580952
A,-3727.471429,-1434.752381
A,-3727.914286,-1434.92381
B,-3728.357143,-1435.095238
B,-3728.8,-1435.266667
A,-3729.242857,-1435.438095
B,-3729.685714,-1435.609524
A,-3730.128571,-1435.780952
A,-3730.571429,-1435.952381
B,-3731.014286,-1436.12381
B,-3731.457143,-1436.295238
A,-3731.9,-1436.466667
B,-3732.342857,-1436.638095
A,-3732.785714,-1436.809524
A,-3733.228571,-1436.980952
B,-3733.671429,-1437.152381
B,-3734.114286,-1437.32381
A,-3734.557143,-1437.495238
B,-3735,-1437.666667
A,-3735.442857,-1437.838095
A,-3735.885714,-1438.009524
A,-3736.328571,-1438.180952
B,-3736.771429,-1438.352381
B,-3737.214286,-1438.52381
A,-3737.657143,-1438.695238
B,-3738.1,-1438.866667
A,-3738.542857,-1439.038095
A,-3738.985714,-1439.209524
B,-3739.428571,-1439.380952
B,-3739.871429,-1439.552381
A,-3740.314286,-1439.72381
B,-3740.757143,-1439.895238
A,-3741.2,-1440.066667
A,-3741.642857,-1440.238095
B,-3742.085714,-1440.409524
B,-3742.528571,-1440.580952
A,-3742.971429,-1440.752381
B,-3743.414286,-1440.92381
A,-3743.857143,-1441.095238
A,-3744.3,-1441.266667
B,-3744.742857,-1441.438095
B,-3745.185714,-1441.609524
A,-3745.628571,-1441.780952
B,-3746.071429,-1441.952381
A,-3746.514286,-1442.12381
A,-3746.957143,-1442.295238
A,-3747.4,-1442.466667
B,-3747.842857,-1442.638095
B,-3748.285714,-1442.809524
A,-3748.728571,-1442.980952
B,-3749.171429,-1443.152381
A,-3749.614286,-1443.32381
A,-3750.057143,-1443.495238
B,-3750.5,-1443.666667
B,-3750.942857,-1443.838095
A,-3751.385714,-1444.009524
B,-3751.828571,-1444.180952
A,-3752.271429,-1444.352381
A,-3752.714286,-1444.52381
B,-3753.157143,-1444.695238
B,-3753.6,-1444.866667
A,-3754.042857,-1445.038095
B,-3754.485714,-1445.209524
A,-3754.928571,-1445.380952
A,-3755.371429,-1445.552381
B,-3755.814286,-1445.72381
B,-3756.257143,-1445.895238
A,-3756.7,-1446.066667
B,-3757.142857,-1446.238095
A,-3757.585714,-1446.409524
A,-3758.028571,-1446.580952
A,-3758.471429,-1446.752381
B,-3758.914286,-1446.92381
B,-3759.357143,-1447.095238
A,-3759.8,-1447.266667
B,-3760.242857,-1447.438095
A,-3760.685714,-1447.609524
A,-3761.128571,-1447.780952
B,-3761.571429,-1447.952381
B,-3762.014286,-1448.12381
A,-3762.457143,-1448.295238
B,-3762.9,-1448.466667
A,-3763.342857,-1448.638095
A,-3763.785714,-1448.809524
B,-3764.228571,-1448.980952
B,-3764.671429,-1449.152381
A,-3765.114286,-1449.32381
B,-3765.557143,-1449.495238
A,-3766,-1449.666667
A,-3766.442857,-1449.838095
B,-3766.885714,-1450.009524
B,-3767.328571,-1450.180952
A,-3767.771429,-1450.352381
B,-3768.214286,-1450.52381
A,-3768.657143,-1450.695238
A,-3769.1,-1450.866667
A,-3769.542857,-1451.038095
B,-3769.985714,-1451.209524
B,-3770.428571,-1451.380952
A,-3770.871429,-1451.552381
B,-3771.314286,-1451.72381
A,-3771.757143,-1451.895238
A,-3772.2,-1452.066667
B,-3772.642857,-1452.238095
B,-3773.085714,-1452.409524
A,-3773.528571,-1452.580952
B,-3773.971429,-1452.752381
A,-3774.414286,-1452.92381
A,-3774.857143,-1453.095238
B,-3775.3,-1453.266667
B,-3775.742857,-1453.438095
A,-3776.185714,-1453.609524
B,-3776.628571,-1453.780952
A,-3777.071429,-1453.952381
A,-3777.514286,-1454.12381
B,-3777.957143,-1454.295238
B,-3778.4,-1454.466667
A,-3778.842857,-1454.638095
B,-3779.285714,-1454.809524
A,-3779.728571,-1454.980952
A,-3780.171429,-1455.152381
A,-3780.614286,-1455.32381
B,-3781.057143,-1455.495238
B,-3781.5,-1455.666667
A,-3781.942857,-1455.838095
B,-3782.385714,-1456.009524
A,-3782.828571,-1456.180952
A,-3783.271429,-1456.352381
B,-3783.714286,-1456.52381
B,-3784.157143,-1456.695238
A,-3784.6,-1456.866667
B,-3785.042857,-1457.038095
A,-3785.485714,-1457.209524
A,-3785.928571,-1457.380952
B,-3786.371429,-1457.552381
B,-3786.814286,-1457.72381
A,-3787.257143,-1457.895238
B,-3787.7,-1458.066667
A,-3788.142857,-1458.238095
A,-3788.585714,-1458.409524
B,-3789.028571,-1458.580952
B,-3789.471429,-1458.752381
A,-3789.914286,-1458.92381
B,-3790.357143,-1459.095238
A,-3790.8,-1459.266667
A,-3791.242857,-1459.438095
A,-3791.685714,-1459.609524
B,-3792.128571,-1459.780952
B,-3792.571429,-1459.952381
A,-3793.014286,-1460.12381
B,-3793.457143,-1460.295238
A,-3793.9,-1460.466667
A,-3794.342857,-1460.638095
B,-3794.785714,-1460.809524
B,-3795.228571,-1460.980952
A,-3795.671429,-1461.152381
B,-3796.114286,-1461.32381
A,-3796.557143,-1461.495238
A,-3797,-1461.666667
B,-3797.442857,-1461.838095
B,-3797.885714,-1462.009524
A,-3798.328571,-1462.180952
B,-3798.771429,-1462.352381
A,-3799.214286,-1462.52381
A,-3799.657143,-1462.695238
B,-3800.1,-1462.866667
B,-3800.542857,-1463.038095
A,-3800.985714,-1463.209524
B,-3801.428571,-1463.380952
A,-3801.871429,-1463.552381
A,-3802.314286,-1463.72381
A,-3802.757143,-1463.895238
B,-3803.2,-1464.066667
B,-3803.642857,-1464.238095
A,-3804.085714,-1464.409524
B,-3804.528571,-1464.580952
A,-3804.971429,-1464.752381
A,-3805.414286,-1464.92381
B,-3805.857143,-1465.095238
B,-3806.3,-1465.266667
A,-3806.742857,-1465.438095
B,-3807.185714,-1465.609524
A,-3807.628571,-1465.780952
A,-3808.071429,-1465.952381
B,-3808.514286,-1466.12381
B,-3808.957143,-1466.295238
A,-3809.4,-1466.466667
B,-3809.842857,-1466.638095
A,-3810.285714,-1466.809524
A,-3810.728571,-1466.980952
B,-3811.171429,-1467.152381
B,-3811.614286,-1467.32381
A,-3812.057143,-1467.495238
B,-3812.5,-1467.666667
A,-3812.942857,-1467.838095
A,-3813.385714,-1468.009524
A,-3813.828571,-1468.180952
B,-3814.271429,-1468.352381
B,-3814.714286,-1468.52381
A,-3815.157143,-1468.695238
B,-3815.6,-1468.866667
A,-3816.042857,-1469.038095
A,-3816.485714,-1469.209524
B,-3816.928571,-1469.380952
B,-3817.371429,-1469.552381
A,-3817.814286,-1469.72381
B,-3818.257143,-1469.895238
A,-3818.7,-1470.066667
A,-3819.142857,-1470.238095
B,-3819.585714,-1470.409524
B,-3820.028571,-1470.580952
A,-3820.471429,-1470.752381
B,-3820.914286,-1470.92381
A,-3821.357143,-1471.095238
A,-3821.8,-1471.266667
B,-3822.242857,-1471.438095
B,-3822.685714,-1471.609524
A,-3823.128571,-1471.780952
B,-3823.571429,-1471.952381
A,-3824.014286,-1472.12381
A,-3824.457143,-1472.295238
A,-3824.9,-1472.466667
B,-3825.342857,-1472.638095
B,-3825.785714,-1472.809524
A,-3826.228571,-1472.980952
B,-3826.671429,-1473.152381
A,-3827.114286,-1473.32381
A,-3827.557143,-1473.495238
B,-3828,-1473.666667
B,-3828.442857,-1473.838095
A,-3828.885714,-1474.009524
B,-3829.328571,-1474.180952
A,-3829.771429,-1474.352381
A,-3830.214286,-1474.52381
B,-3830.657143,-1474.695238
B,-3831.1,-1474.866667
A,-3831.542857,-1475.038095
B,-3831.985714,-1475.209524
A,-3832.428571,-1475.380952
A,-3832.871429,-1475.552381
B,-3833.314286,-1475.72381
B,-3833.757143,-1475.895238
A,-3834.2,-1476.066667
B,-3834.642857,-1476.238095
A,-3835.085714,-1476.409524
A,-3835.528571,-1476.580952
A,-3835.971429,-1476.752381
B,-3836.414286,-1476.92381
B,-3836.857143,-1477.095238
A,-3837.3,-1477.266667
B,-3837.742857,-1477.438095
A,-3838.185714,-1477.609524
A,-3838.628571,-1477.780952
B,-3839.071429,-1477.952381
B,-3839.514286,-1478.12381
A,-3839.957143,-1478.295238
B,-3840.4,-1478.466667
A,-3840.842857,-1478.638095
A,-3841.285714,-1478.809524
B,-3841.728571,-1478.980952
B,-3842.171429,-1479.152381
A,-3842.614286,-1479.32381
B,-3843.057143,-1479.495238
A,-3843.5,-1479.666667
A,-3843.942857,-1479.838095
B,-3844.385714,-1480.009524
B,-3844.828571,-1480.180952
A,-3845.271429,-1480.352381
B,-3845.714286,-1480.52381
A,-3846.157143,-1480.695238
A,-3846.6,-1480.866667
A,-3847.042857,-1481.038095
B,-3847.485714,-1481.209524
B,-3847.928571,-1481.380952
A,-3848.371429,-1481.552381
B,-3848.814286,-1481.72381
A,-3849.257143,-1481.895238
A,-3849.7,-1482.066667
B,-3850.142857,-1482.238095
B,-3850.585714,-1482.409524
A,-3851.028571,-1482.580952
B,-3851.471429,-1482.752381
A,-3851.914286,-1482.92381
A,-3852.357143,-1483.095238
B,-3852.8,-1483.266667
B,-3853.242857,-1483.438095
A,-3853.685714,-1483.609524
B,-3854.128571,-1483.780952
A,-3854.571429,-1483.952381
A,-3855.014286,-1484.12381
B,-3855.457143,-1484.295238
B,-3855.9,-1484.466667
A,-3856.342857,-1484.638095
B,-3856.785714,-1484.809524
A,-3857.228571,-1484.980952
A,-3857.671429,-1485.152381
A,-3858.114286,-1485.32381
B,-3858.557143,-1485.495238
B,-3859,-1485.666667
A,-3859.442857,-1485.838095
B,-3859.885714,-1486.009524
A,-3860.328571,-1486.180952
A,-3860.771429,-1486.352381
B,-3861.214286,-1486.52381
B,-3861.657143,-1486.695238
A,-3862.1,-1486.866667
B,-3862.542857,-1487.038095
A,-3862.985714,-1487.209524
A,-3863.428571,-1487.380952
B,-3863.871429,-1487.552381
B,-3864.314286,-1487.72381
A,-3864.757143,-1487.895238
B,-3865.2,-1488.066667
A,-3865.642857,-1488.238095
A,-3866.085714,-1488.409524
B,-3866.528571,-1488.580952
B,-3866.971429,-1488.752381
A,-3867.414286,-1488.92381
B,-3867.857143,-1489.095238
A,-3868.3,-1489.266667
A,-3868.742857,-1489.438095
A,-3869.185714,-1489.609524
B,-3869.628571,-1489.780952
B,-3870.071429,-1489.952381
A,-3870.514286,-1490.12381
B,-3870.957143,-1490.295238
A,-3871.4,-1490.466667
A,-3871.842857,-1490.638095
B,-3872.285714,-1490.809524
B,-3872.728571,-1490.980952
A,-3873.171429,-1491.152381
B,-3873.614286,-1491.32381
A,-3874.057143,-1491.495238
A,-3874.5,-1491.666667
B,-3874.942857,-1491.838095
B,-3875.385714,-1492.009524
A,-3875.828571,-1492.180952
B,-3876.271429,-1492.352381
A,-3876.714286,-1492.52381
A,-3877.157143,-1492.695238
B,-3877.6,-1492.866667
B,-3878.042857,-1493.038095
A,-3878.485714,-1493.209524
B,-3878.928571,-1493.380952
A,-3879.371429,-1493.552381
A,-3879.814286,-1493.72381
A,-3880.257143,-1493.895238
B,-3880.7,-1494.066667
B,-3881.142857,-1494.238095
A,-3881.585714,-1494.409524
B,-3882.028571,-1494.580952
A,-3882.471429,-1494.752381
A,-3882.914286,-1494.92381
B,-3883.357143,-1495.095238
B,-3883.8,-1495.266667
A,-3884.242857,-1495.438095
B,-3884.685714,-1495.609524
A,-3885.128571,-1495.780952
A,-3885.571429,-1495.952381
B,-3886.014286,-1496.12381
B,-3886.457143,-1496.295238
A,-3886.9,-1496.466667
B,-3887.342857,-1496.638095
A,-3887.785714,-1496.809524
A,-3888.228571,-1496.980952
B,-3888.671429,-1497.152381
B,-3889.114286,-1497.32381
A,-3889.557143,-1497.495238
B,-3890,-1497.666667
A,-3890.442857,-1497.838095
A,-3890.885714,-1498.009524
A,-3891.328571,-1498.180952
B,-3891.771429,-1498.352381
B,-3892.214286,-1498.52381
A,-3892.657143,-1498.695238
B,-3893.1,-1498.866667
A,-3893.542857,-1499.038095
A,-3893.985714,-1499.209524
B,-3894.428571,-1499.380952
B,-3894.871429,-1499.552381
A,-3895.314286,-1499.72381
B,-3895.757143,-1499.895238
A,-3896.2,-1500.066667
A,-3896.642857,-1500.238095
B,-3897.085714,-1500.409524
B,-3897.528571,-1500.580952
A,-3897.971429,-1500.752381
B,-3898.414286,-1500.92381
A,-3898.857143,-1501.095238
A,-3899.3,-1501.266667
B,-3899.742857,-1501.438095
B,-3900.185714,-1501.609524
A,-3900.628571,-1501.780952
B,-3901.071429,-1501.952381
A,-3901.514286,-1502.12381
A,-3901.957143,-1502.295238
A,-3902.4,-1502.466667
B,-3902.842857,-1502.638095
B,-3903.285714,-1502.809524
A,-3903.728571,-1502.980952
B,-3904.171429,-1503.152381
A,-3904.614286,-1503.32381
A,-3905.057143,-1503.495238
B,-3905.5,-1503.666667
B,-3905.942857,-1503.838095
A,-3906.385714,-1504.009524
B,-3906.828571,-1504.180952
A,-3907.271429,-1504.352381
A,-3907.714286,-1504.52381
B,-3908.157143,-1504.695238
B,-3908.6,-1504.866667
A,-3909.042857,-1505.038095
B,-3909.485714,-1505.209524
A,-3909.928571,-1505.380952
A,-3910.371429,-1505.552381
B,-3910.814286,-1505.72381
B,-3911.257143,-1505.895238
A,-3911.7,-1506.066667
B,-3912.142857,-1506.238095
A,-3912.585714,-1506.409524
A,-3913.028571,-1506.580952
A,-3913.471429,-1506.752381
B,-3913.914286,-1506.92381
B,-3914.357143,-1507.095238
A,-3914.8,-1507.266667
B,-3915.242857,-1507.438095
A,-3915.685714,-1507.609524
A,-3916.128571,-1507.780952
B,-3916.571429,-1507.952381
B,-3917.014286,-1508.12381
A,-3917.457143,-1508.295238
B,-3917.9,-1508.466667
A,-3918.342857,-1508.638095
A,-3918.785714,-1508.809524
B,-3919.228571,-1508.980952
B,-3919.671429,-1509.152381
A,-3920.114286,-1509.32381
B,-3920.557143,-1509.495238
A,-3921,-1509.666667
A,-3921.442857,-1509.838095
B,-3921.885714,-1510.009524
B,-3922.328571,-1510.180952
A,-3922.771429,-1510.352381
B,-3923.214286,-1510.52381
A,-3923.657143,-1510.695238
A,-3924.1,-1510.866667
A,-3924.542857,-1511.038095
B,-3924.985714,-1511.209524
B,-3925.428571,-1511.380952
A,-3925.871429,-1511.552381
B,-3926.314286,-1511.72381
A,-3926.757143,-1511.895238
